,abstract,analytical_method_development,article_name,assay_development,center,center_pub,comments,created_at,data_analysis,data_generation,data_integration,data_standards,doi,issue,journal_name,name_x,other_link,pm_id,pmc_id,pp_pages,publication_id,resource_links,review,scopus_citations,show_at_home_order,signature_generation,software_development,updated_at,volume,year_published,n_citations,author_id,name_y,url,id,author_rank,DCIC,Drug Toxicity,Proteomics,Microenvironment,HMS,Transcriptomics,NeuroLINCS
127,"BACKGROUND: Soluble growth factors present in the microenvironment play a major role in tumor development, invasion, metastasis, and responsiveness to targeted therapies. While the biochemistry of growth factor-dependent signal transduction has been studied extensively in individual cell types, relatively little systematic data are available across genetically diverse cell lines. RESULTS: We describe a quantitative and comparative dataset focused on immediate-early signaling that regulates the AKT (AKT1/2/3) and ERK (MAPK1/3) pathways in a canonical panel of well-characterized breast cancer lines. We also provide interactive web-based tools to facilitate follow-on analysis of the data. Our findings show that breast cancers are diverse with respect to ligand sensitivity and signaling biochemistry. Surprisingly, triple negative breast cancers (TNBCs; which express low levels of ErbB2, progesterone and estrogen receptors) are the most broadly responsive to growth factors and HER2amp cancers (which overexpress ErbB2) the least. The ratio of ERK to AKT activation varies with ligand and subtype, with a systematic bias in favor of ERK in hormone receptor positive (HR+) cells. The factors that correlate with growth factor responsiveness depend on whether fold-change or absolute activity is considered the key biological variable, and they differ between ERK and AKT pathways. CONCLUSIONS: Responses to growth factors are highly diverse across breast cancer cell lines, even within the same subtype. A simple four-part heuristic suggests that diversity arises from variation in receptor abundance, an ERK/AKT bias that depends on ligand identity, a set of factors common to all receptors that varies in abundance or activity with cell line, and an \indirect negative regulation\"" by ErbB2. This analysis sets the stage for the development of a mechanistic and predictive model of growth factor signaling in diverse cancer lines. Interactive tools for looking up these results and downloading raw data are available at http://lincs.hms.harvard.edu/niepel-bmcbiol-2014/.""",0.0,Analysis of growth factor signaling in genetically diverse breast cancer lines.,0.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.1186/1741-7007-12-20,,BMC Biology,,,24655548.0,PMC4234128,20,17,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/niepel-bmcbiol-2014/\"", \""Project Explorer\"":\""http://lincs.hms.harvard.edu/explore/breast-cancer-signaling/\""}""",0.0,,,1.0,0.0,5/19/16 18:33,12,2014.0,16,106,Schoeberl B,,129,8.0,0,0,0,0,0,0,0
128,,0.0,Mass spectrometry based method to increase throughput for kinome analyses using ATP probes.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,10.1021/ac303478g,9,Analytical Chemistry,,,23607489.0,PMC3771683,4666-74,19,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/mcallister-analchem-2013/\""}""",0.0,,,0.0,0.0,5/19/16 18:33,85,2013.0,10,13,Niepel M,,161,2.0,0,0,0,0,0,0,0
129,,0.0,Mass spectrometry based method to increase throughput for kinome analyses using ATP probes.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,10.1021/ac303478g,9,Analytical Chemistry,,,23607489.0,PMC3771683,4666-74,19,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/mcallister-analchem-2013/\""}""",0.0,,,0.0,0.0,5/19/16 18:33,85,2013.0,10,16,Sorger PK,,164,5.0,0,0,0,0,1,0,0
130,,0.0,Mass spectrometry based method to increase throughput for kinome analyses using ATP probes.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,10.1021/ac303478g,9,Analytical Chemistry,,,23607489.0,PMC3771683,4666-74,19,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/mcallister-analchem-2013/\""}""",0.0,,,0.0,0.0,5/19/16 18:33,85,2013.0,10,114,McAllister FE,,160,1.0,0,0,0,0,0,0,0
131,,0.0,Mass spectrometry based method to increase throughput for kinome analyses using ATP probes.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,10.1021/ac303478g,9,Analytical Chemistry,,,23607489.0,PMC3771683,4666-74,19,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/mcallister-analchem-2013/\""}""",0.0,,,0.0,0.0,5/19/16 18:33,85,2013.0,10,115,Haas W,,162,3.0,0,0,0,0,0,0,0
132,,0.0,Mass spectrometry based method to increase throughput for kinome analyses using ATP probes.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,10.1021/ac303478g,9,Analytical Chemistry,,,23607489.0,PMC3771683,4666-74,19,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/mcallister-analchem-2013/\""}""",0.0,,,0.0,0.0,5/19/16 18:33,85,2013.0,10,116,Huttlin E,,163,4.0,0,0,0,0,0,0,0
133,,0.0,Mass spectrometry based method to increase throughput for kinome analyses using ATP probes.,1.0,,1.0,,5/19/16 18:33,0.0,0.0,0.0,0.0,10.1021/ac303478g,9,Analytical Chemistry,,,23607489.0,PMC3771683,4666-74,19,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/mcallister-analchem-2013/\""}""",0.0,,,0.0,0.0,5/19/16 18:33,85,2013.0,10,117,Gygi SP,,165,6.0,0,0,0,0,0,0,0
134,"BACKGROUND: System-wide profiling of genes and proteins in mammalian cells produce lists of differentially expressed genes/proteins that need to be further analyzed for their collective functions in order to extract new knowledge. Once unbiased lists of genes or proteins are generated from such experiments, these lists are used as input for computing enrichment with existing lists created from prior knowledge organized into gene-set libraries. While many enrichment analysis tools and gene-set libraries databases have been developed, there is still room for improvement. RESULTS: Here, we present Enrichr, an integrative web-based and mobile software application that includes new gene-set libraries, an alternative approach to rank enriched terms, and various interactive visualization approaches to display enrichment results using the JavaScript library, Data Driven Documents (D3). The software can also be embedded into any tool that performs gene list analysis. We applied Enrichr to analyze nine cancer cell lines by comparing their enrichment signatures to the enrichment signatures of matched normal tissues. We observed a common pattern of up regulation of the polycomb group PRC2 and enrichment for the histone mark H3K27me3 in many cancer cell lines, as well as alterations in Toll-like receptor and interlukin signaling in K562 cells when compared with normal myeloid CD33+ cells. Such analyses provide global visualization of critical differences between normal tissues and cancer cell lines but can be applied to many other scenarios. CONCLUSIONS: Enrichr is an easy to use intuitive enrichment analysis web-based tool providing various types of visualization summaries of collective functions of gene lists. Enrichr is open source and freely available online at: http://amp.pharm.mssm.edu/Enrichr.",1.0,Enrichr: Interactive and collaborative HTML5 gene list enrichment analysis tool.,0.0,,1.0,,5/19/16 18:33,1.0,0.0,1.0,0.0,10.1186/1471-2105-14-128,,BMC Bioinformatics,,,23586463.0,PMC3637064,128,20,"{\Enrichr\"":\""http://amp.pharm.mssm.edu/Enrichr\""}""",0.0,,,0.0,1.0,5/19/16 18:33,14,2013.0,453,1,Wang Z,,156,5.0,0,0,0,0,0,0,0
135,"BACKGROUND: System-wide profiling of genes and proteins in mammalian cells produce lists of differentially expressed genes/proteins that need to be further analyzed for their collective functions in order to extract new knowledge. Once unbiased lists of genes or proteins are generated from such experiments, these lists are used as input for computing enrichment with existing lists created from prior knowledge organized into gene-set libraries. While many enrichment analysis tools and gene-set libraries databases have been developed, there is still room for improvement. RESULTS: Here, we present Enrichr, an integrative web-based and mobile software application that includes new gene-set libraries, an alternative approach to rank enriched terms, and various interactive visualization approaches to display enrichment results using the JavaScript library, Data Driven Documents (D3). The software can also be embedded into any tool that performs gene list analysis. We applied Enrichr to analyze nine cancer cell lines by comparing their enrichment signatures to the enrichment signatures of matched normal tissues. We observed a common pattern of up regulation of the polycomb group PRC2 and enrichment for the histone mark H3K27me3 in many cancer cell lines, as well as alterations in Toll-like receptor and interlukin signaling in K562 cells when compared with normal myeloid CD33+ cells. Such analyses provide global visualization of critical differences between normal tissues and cancer cell lines but can be applied to many other scenarios. CONCLUSIONS: Enrichr is an easy to use intuitive enrichment analysis web-based tool providing various types of visualization summaries of collective functions of gene lists. Enrichr is open source and freely available online at: http://amp.pharm.mssm.edu/Enrichr.",1.0,Enrichr: Interactive and collaborative HTML5 gene list enrichment analysis tool.,0.0,,1.0,,5/19/16 18:33,1.0,0.0,1.0,0.0,10.1186/1471-2105-14-128,,BMC Bioinformatics,,,23586463.0,PMC3637064,128,20,"{\Enrichr\"":\""http://amp.pharm.mssm.edu/Enrichr\""}""",0.0,,,0.0,1.0,5/19/16 18:33,14,2013.0,453,2,Ma'ayan A,,159,8.0,1,0,0,0,0,0,0
136,"BACKGROUND: System-wide profiling of genes and proteins in mammalian cells produce lists of differentially expressed genes/proteins that need to be further analyzed for their collective functions in order to extract new knowledge. Once unbiased lists of genes or proteins are generated from such experiments, these lists are used as input for computing enrichment with existing lists created from prior knowledge organized into gene-set libraries. While many enrichment analysis tools and gene-set libraries databases have been developed, there is still room for improvement. RESULTS: Here, we present Enrichr, an integrative web-based and mobile software application that includes new gene-set libraries, an alternative approach to rank enriched terms, and various interactive visualization approaches to display enrichment results using the JavaScript library, Data Driven Documents (D3). The software can also be embedded into any tool that performs gene list analysis. We applied Enrichr to analyze nine cancer cell lines by comparing their enrichment signatures to the enrichment signatures of matched normal tissues. We observed a common pattern of up regulation of the polycomb group PRC2 and enrichment for the histone mark H3K27me3 in many cancer cell lines, as well as alterations in Toll-like receptor and interlukin signaling in K562 cells when compared with normal myeloid CD33+ cells. Such analyses provide global visualization of critical differences between normal tissues and cancer cell lines but can be applied to many other scenarios. CONCLUSIONS: Enrichr is an easy to use intuitive enrichment analysis web-based tool providing various types of visualization summaries of collective functions of gene lists. Enrichr is open source and freely available online at: http://amp.pharm.mssm.edu/Enrichr.",1.0,Enrichr: Interactive and collaborative HTML5 gene list enrichment analysis tool.,0.0,,1.0,,5/19/16 18:33,1.0,0.0,1.0,0.0,10.1186/1471-2105-14-128,,BMC Bioinformatics,,,23586463.0,PMC3637064,128,20,"{\Enrichr\"":\""http://amp.pharm.mssm.edu/Enrichr\""}""",0.0,,,0.0,1.0,5/19/16 18:33,14,2013.0,453,5,Kou Y,,154,3.0,0,0,0,0,0,0,0
137,"BACKGROUND: System-wide profiling of genes and proteins in mammalian cells produce lists of differentially expressed genes/proteins that need to be further analyzed for their collective functions in order to extract new knowledge. Once unbiased lists of genes or proteins are generated from such experiments, these lists are used as input for computing enrichment with existing lists created from prior knowledge organized into gene-set libraries. While many enrichment analysis tools and gene-set libraries databases have been developed, there is still room for improvement. RESULTS: Here, we present Enrichr, an integrative web-based and mobile software application that includes new gene-set libraries, an alternative approach to rank enriched terms, and various interactive visualization approaches to display enrichment results using the JavaScript library, Data Driven Documents (D3). The software can also be embedded into any tool that performs gene list analysis. We applied Enrichr to analyze nine cancer cell lines by comparing their enrichment signatures to the enrichment signatures of matched normal tissues. We observed a common pattern of up regulation of the polycomb group PRC2 and enrichment for the histone mark H3K27me3 in many cancer cell lines, as well as alterations in Toll-like receptor and interlukin signaling in K562 cells when compared with normal myeloid CD33+ cells. Such analyses provide global visualization of critical differences between normal tissues and cancer cell lines but can be applied to many other scenarios. CONCLUSIONS: Enrichr is an easy to use intuitive enrichment analysis web-based tool providing various types of visualization summaries of collective functions of gene lists. Enrichr is open source and freely available online at: http://amp.pharm.mssm.edu/Enrichr.",1.0,Enrichr: Interactive and collaborative HTML5 gene list enrichment analysis tool.,0.0,,1.0,,5/19/16 18:33,1.0,0.0,1.0,0.0,10.1186/1471-2105-14-128,,BMC Bioinformatics,,,23586463.0,PMC3637064,128,20,"{\Enrichr\"":\""http://amp.pharm.mssm.edu/Enrichr\""}""",0.0,,,0.0,1.0,5/19/16 18:33,14,2013.0,453,26,Duan Q,,155,4.0,0,0,0,0,0,0,0
138,"BACKGROUND: System-wide profiling of genes and proteins in mammalian cells produce lists of differentially expressed genes/proteins that need to be further analyzed for their collective functions in order to extract new knowledge. Once unbiased lists of genes or proteins are generated from such experiments, these lists are used as input for computing enrichment with existing lists created from prior knowledge organized into gene-set libraries. While many enrichment analysis tools and gene-set libraries databases have been developed, there is still room for improvement. RESULTS: Here, we present Enrichr, an integrative web-based and mobile software application that includes new gene-set libraries, an alternative approach to rank enriched terms, and various interactive visualization approaches to display enrichment results using the JavaScript library, Data Driven Documents (D3). The software can also be embedded into any tool that performs gene list analysis. We applied Enrichr to analyze nine cancer cell lines by comparing their enrichment signatures to the enrichment signatures of matched normal tissues. We observed a common pattern of up regulation of the polycomb group PRC2 and enrichment for the histone mark H3K27me3 in many cancer cell lines, as well as alterations in Toll-like receptor and interlukin signaling in K562 cells when compared with normal myeloid CD33+ cells. Such analyses provide global visualization of critical differences between normal tissues and cancer cell lines but can be applied to many other scenarios. CONCLUSIONS: Enrichr is an easy to use intuitive enrichment analysis web-based tool providing various types of visualization summaries of collective functions of gene lists. Enrichr is open source and freely available online at: http://amp.pharm.mssm.edu/Enrichr.",1.0,Enrichr: Interactive and collaborative HTML5 gene list enrichment analysis tool.,0.0,,1.0,,5/19/16 18:33,1.0,0.0,1.0,0.0,10.1186/1471-2105-14-128,,BMC Bioinformatics,,,23586463.0,PMC3637064,128,20,"{\Enrichr\"":\""http://amp.pharm.mssm.edu/Enrichr\""}""",0.0,,,0.0,1.0,5/19/16 18:33,14,2013.0,453,28,Tan CM,,153,2.0,0,0,0,0,0,0,0
139,"BACKGROUND: System-wide profiling of genes and proteins in mammalian cells produce lists of differentially expressed genes/proteins that need to be further analyzed for their collective functions in order to extract new knowledge. Once unbiased lists of genes or proteins are generated from such experiments, these lists are used as input for computing enrichment with existing lists created from prior knowledge organized into gene-set libraries. While many enrichment analysis tools and gene-set libraries databases have been developed, there is still room for improvement. RESULTS: Here, we present Enrichr, an integrative web-based and mobile software application that includes new gene-set libraries, an alternative approach to rank enriched terms, and various interactive visualization approaches to display enrichment results using the JavaScript library, Data Driven Documents (D3). The software can also be embedded into any tool that performs gene list analysis. We applied Enrichr to analyze nine cancer cell lines by comparing their enrichment signatures to the enrichment signatures of matched normal tissues. We observed a common pattern of up regulation of the polycomb group PRC2 and enrichment for the histone mark H3K27me3 in many cancer cell lines, as well as alterations in Toll-like receptor and interlukin signaling in K562 cells when compared with normal myeloid CD33+ cells. Such analyses provide global visualization of critical differences between normal tissues and cancer cell lines but can be applied to many other scenarios. CONCLUSIONS: Enrichr is an easy to use intuitive enrichment analysis web-based tool providing various types of visualization summaries of collective functions of gene lists. Enrichr is open source and freely available online at: http://amp.pharm.mssm.edu/Enrichr.",1.0,Enrichr: Interactive and collaborative HTML5 gene list enrichment analysis tool.,0.0,,1.0,,5/19/16 18:33,1.0,0.0,1.0,0.0,10.1186/1471-2105-14-128,,BMC Bioinformatics,,,23586463.0,PMC3637064,128,20,"{\Enrichr\"":\""http://amp.pharm.mssm.edu/Enrichr\""}""",0.0,,,0.0,1.0,5/19/16 18:33,14,2013.0,453,74,Clark NR,,158,7.0,0,0,0,0,0,0,0
140,"BACKGROUND: System-wide profiling of genes and proteins in mammalian cells produce lists of differentially expressed genes/proteins that need to be further analyzed for their collective functions in order to extract new knowledge. Once unbiased lists of genes or proteins are generated from such experiments, these lists are used as input for computing enrichment with existing lists created from prior knowledge organized into gene-set libraries. While many enrichment analysis tools and gene-set libraries databases have been developed, there is still room for improvement. RESULTS: Here, we present Enrichr, an integrative web-based and mobile software application that includes new gene-set libraries, an alternative approach to rank enriched terms, and various interactive visualization approaches to display enrichment results using the JavaScript library, Data Driven Documents (D3). The software can also be embedded into any tool that performs gene list analysis. We applied Enrichr to analyze nine cancer cell lines by comparing their enrichment signatures to the enrichment signatures of matched normal tissues. We observed a common pattern of up regulation of the polycomb group PRC2 and enrichment for the histone mark H3K27me3 in many cancer cell lines, as well as alterations in Toll-like receptor and interlukin signaling in K562 cells when compared with normal myeloid CD33+ cells. Such analyses provide global visualization of critical differences between normal tissues and cancer cell lines but can be applied to many other scenarios. CONCLUSIONS: Enrichr is an easy to use intuitive enrichment analysis web-based tool providing various types of visualization summaries of collective functions of gene lists. Enrichr is open source and freely available online at: http://amp.pharm.mssm.edu/Enrichr.",1.0,Enrichr: Interactive and collaborative HTML5 gene list enrichment analysis tool.,0.0,,1.0,,5/19/16 18:33,1.0,0.0,1.0,0.0,10.1186/1471-2105-14-128,,BMC Bioinformatics,,,23586463.0,PMC3637064,128,20,"{\Enrichr\"":\""http://amp.pharm.mssm.edu/Enrichr\""}""",0.0,,,0.0,1.0,5/19/16 18:33,14,2013.0,453,82,Chen EY,,152,1.0,0,0,0,0,0,0,0
141,"BACKGROUND: System-wide profiling of genes and proteins in mammalian cells produce lists of differentially expressed genes/proteins that need to be further analyzed for their collective functions in order to extract new knowledge. Once unbiased lists of genes or proteins are generated from such experiments, these lists are used as input for computing enrichment with existing lists created from prior knowledge organized into gene-set libraries. While many enrichment analysis tools and gene-set libraries databases have been developed, there is still room for improvement. RESULTS: Here, we present Enrichr, an integrative web-based and mobile software application that includes new gene-set libraries, an alternative approach to rank enriched terms, and various interactive visualization approaches to display enrichment results using the JavaScript library, Data Driven Documents (D3). The software can also be embedded into any tool that performs gene list analysis. We applied Enrichr to analyze nine cancer cell lines by comparing their enrichment signatures to the enrichment signatures of matched normal tissues. We observed a common pattern of up regulation of the polycomb group PRC2 and enrichment for the histone mark H3K27me3 in many cancer cell lines, as well as alterations in Toll-like receptor and interlukin signaling in K562 cells when compared with normal myeloid CD33+ cells. Such analyses provide global visualization of critical differences between normal tissues and cancer cell lines but can be applied to many other scenarios. CONCLUSIONS: Enrichr is an easy to use intuitive enrichment analysis web-based tool providing various types of visualization summaries of collective functions of gene lists. Enrichr is open source and freely available online at: http://amp.pharm.mssm.edu/Enrichr.",1.0,Enrichr: Interactive and collaborative HTML5 gene list enrichment analysis tool.,0.0,,1.0,,5/19/16 18:33,1.0,0.0,1.0,0.0,10.1186/1471-2105-14-128,,BMC Bioinformatics,,,23586463.0,PMC3637064,128,20,"{\Enrichr\"":\""http://amp.pharm.mssm.edu/Enrichr\""}""",0.0,,,0.0,1.0,5/19/16 18:33,14,2013.0,453,118,Vaz Meirelles G,,157,6.0,0,0,0,0,0,0,0
142,"High-throughput data sets such as genome-wide protein-protein interactions, protein-DNA interactions and gene expression data have been published for several model systems, especially for human cancer samples. The University of California, Santa Cruz (UCSC) Interaction Browser (http://sysbio.soe.ucsc.edu/nets) is an online tool for biologists to view high-throughput data sets simultaneously for the analysis of functional relationships between biological entities. Users can access several public interaction networks and functional genomics data sets through the portal as well as upload their own networks and data sets for analysis. Users can navigate through correlative relationships for focused sets of genes belonging to biological pathways using a standard web browser. Using a new visual modality called the CircleMap, multiple 'omics' data sets can be viewed simultaneously within the context of curated, predicted, directed and undirected regulatory interactions. The Interaction Browser provides an integrative viewing of biological networks based on the consensus of many observations about genes and their products, which may provide new insights about normal and disease processes not obvious from any isolated data set.",0.0,The UCSC Interaction Browser: multidimensional data views in pathway context.,0.0,,1.0,,5/19/16 18:33,0.0,0.0,1.0,0.0,10.1093/nar/gkt473,Web Server issue,Nucleic Acids Research,,,23748957.0,PMC3692096,W218-24,21,"{\UCSC Interaction Browser\"":\""http://sysbio.soe.ucsc.edu/nets\""}""",0.0,,,0.0,1.0,5/19/16 18:33,41,2013.0,9,119,Wong CK,,166,1.0,0,0,0,0,0,0,0
143,"High-throughput data sets such as genome-wide protein-protein interactions, protein-DNA interactions and gene expression data have been published for several model systems, especially for human cancer samples. The University of California, Santa Cruz (UCSC) Interaction Browser (http://sysbio.soe.ucsc.edu/nets) is an online tool for biologists to view high-throughput data sets simultaneously for the analysis of functional relationships between biological entities. Users can access several public interaction networks and functional genomics data sets through the portal as well as upload their own networks and data sets for analysis. Users can navigate through correlative relationships for focused sets of genes belonging to biological pathways using a standard web browser. Using a new visual modality called the CircleMap, multiple 'omics' data sets can be viewed simultaneously within the context of curated, predicted, directed and undirected regulatory interactions. The Interaction Browser provides an integrative viewing of biological networks based on the consensus of many observations about genes and their products, which may provide new insights about normal and disease processes not obvious from any isolated data set.",0.0,The UCSC Interaction Browser: multidimensional data views in pathway context.,0.0,,1.0,,5/19/16 18:33,0.0,0.0,1.0,0.0,10.1093/nar/gkt473,Web Server issue,Nucleic Acids Research,,,23748957.0,PMC3692096,W218-24,21,"{\UCSC Interaction Browser\"":\""http://sysbio.soe.ucsc.edu/nets\""}""",0.0,,,0.0,1.0,5/19/16 18:33,41,2013.0,9,120,Vaske CJ,,167,2.0,0,0,0,0,0,0,0
144,"High-throughput data sets such as genome-wide protein-protein interactions, protein-DNA interactions and gene expression data have been published for several model systems, especially for human cancer samples. The University of California, Santa Cruz (UCSC) Interaction Browser (http://sysbio.soe.ucsc.edu/nets) is an online tool for biologists to view high-throughput data sets simultaneously for the analysis of functional relationships between biological entities. Users can access several public interaction networks and functional genomics data sets through the portal as well as upload their own networks and data sets for analysis. Users can navigate through correlative relationships for focused sets of genes belonging to biological pathways using a standard web browser. Using a new visual modality called the CircleMap, multiple 'omics' data sets can be viewed simultaneously within the context of curated, predicted, directed and undirected regulatory interactions. The Interaction Browser provides an integrative viewing of biological networks based on the consensus of many observations about genes and their products, which may provide new insights about normal and disease processes not obvious from any isolated data set.",0.0,The UCSC Interaction Browser: multidimensional data views in pathway context.,0.0,,1.0,,5/19/16 18:33,0.0,0.0,1.0,0.0,10.1093/nar/gkt473,Web Server issue,Nucleic Acids Research,,,23748957.0,PMC3692096,W218-24,21,"{\UCSC Interaction Browser\"":\""http://sysbio.soe.ucsc.edu/nets\""}""",0.0,,,0.0,1.0,5/19/16 18:33,41,2013.0,9,121,Ng S,,168,3.0,0,0,0,0,0,0,0
145,"High-throughput data sets such as genome-wide protein-protein interactions, protein-DNA interactions and gene expression data have been published for several model systems, especially for human cancer samples. The University of California, Santa Cruz (UCSC) Interaction Browser (http://sysbio.soe.ucsc.edu/nets) is an online tool for biologists to view high-throughput data sets simultaneously for the analysis of functional relationships between biological entities. Users can access several public interaction networks and functional genomics data sets through the portal as well as upload their own networks and data sets for analysis. Users can navigate through correlative relationships for focused sets of genes belonging to biological pathways using a standard web browser. Using a new visual modality called the CircleMap, multiple 'omics' data sets can be viewed simultaneously within the context of curated, predicted, directed and undirected regulatory interactions. The Interaction Browser provides an integrative viewing of biological networks based on the consensus of many observations about genes and their products, which may provide new insights about normal and disease processes not obvious from any isolated data set.",0.0,The UCSC Interaction Browser: multidimensional data views in pathway context.,0.0,,1.0,,5/19/16 18:33,0.0,0.0,1.0,0.0,10.1093/nar/gkt473,Web Server issue,Nucleic Acids Research,,,23748957.0,PMC3692096,W218-24,21,"{\UCSC Interaction Browser\"":\""http://sysbio.soe.ucsc.edu/nets\""}""",0.0,,,0.0,1.0,5/19/16 18:33,41,2013.0,9,122,Sanborn JZ,,169,4.0,0,0,0,0,0,0,0
146,"High-throughput data sets such as genome-wide protein-protein interactions, protein-DNA interactions and gene expression data have been published for several model systems, especially for human cancer samples. The University of California, Santa Cruz (UCSC) Interaction Browser (http://sysbio.soe.ucsc.edu/nets) is an online tool for biologists to view high-throughput data sets simultaneously for the analysis of functional relationships between biological entities. Users can access several public interaction networks and functional genomics data sets through the portal as well as upload their own networks and data sets for analysis. Users can navigate through correlative relationships for focused sets of genes belonging to biological pathways using a standard web browser. Using a new visual modality called the CircleMap, multiple 'omics' data sets can be viewed simultaneously within the context of curated, predicted, directed and undirected regulatory interactions. The Interaction Browser provides an integrative viewing of biological networks based on the consensus of many observations about genes and their products, which may provide new insights about normal and disease processes not obvious from any isolated data set.",0.0,The UCSC Interaction Browser: multidimensional data views in pathway context.,0.0,,1.0,,5/19/16 18:33,0.0,0.0,1.0,0.0,10.1093/nar/gkt473,Web Server issue,Nucleic Acids Research,,,23748957.0,PMC3692096,W218-24,21,"{\UCSC Interaction Browser\"":\""http://sysbio.soe.ucsc.edu/nets\""}""",0.0,,,0.0,1.0,5/19/16 18:33,41,2013.0,9,123,Benz SC,,170,5.0,0,0,0,0,0,0,0
147,"High-throughput data sets such as genome-wide protein-protein interactions, protein-DNA interactions and gene expression data have been published for several model systems, especially for human cancer samples. The University of California, Santa Cruz (UCSC) Interaction Browser (http://sysbio.soe.ucsc.edu/nets) is an online tool for biologists to view high-throughput data sets simultaneously for the analysis of functional relationships between biological entities. Users can access several public interaction networks and functional genomics data sets through the portal as well as upload their own networks and data sets for analysis. Users can navigate through correlative relationships for focused sets of genes belonging to biological pathways using a standard web browser. Using a new visual modality called the CircleMap, multiple 'omics' data sets can be viewed simultaneously within the context of curated, predicted, directed and undirected regulatory interactions. The Interaction Browser provides an integrative viewing of biological networks based on the consensus of many observations about genes and their products, which may provide new insights about normal and disease processes not obvious from any isolated data set.",0.0,The UCSC Interaction Browser: multidimensional data views in pathway context.,0.0,,1.0,,5/19/16 18:33,0.0,0.0,1.0,0.0,10.1093/nar/gkt473,Web Server issue,Nucleic Acids Research,,,23748957.0,PMC3692096,W218-24,21,"{\UCSC Interaction Browser\"":\""http://sysbio.soe.ucsc.edu/nets\""}""",0.0,,,0.0,1.0,5/19/16 18:33,41,2013.0,9,124,Haussler D,,171,6.0,0,0,0,0,0,0,0
148,"High-throughput data sets such as genome-wide protein-protein interactions, protein-DNA interactions and gene expression data have been published for several model systems, especially for human cancer samples. The University of California, Santa Cruz (UCSC) Interaction Browser (http://sysbio.soe.ucsc.edu/nets) is an online tool for biologists to view high-throughput data sets simultaneously for the analysis of functional relationships between biological entities. Users can access several public interaction networks and functional genomics data sets through the portal as well as upload their own networks and data sets for analysis. Users can navigate through correlative relationships for focused sets of genes belonging to biological pathways using a standard web browser. Using a new visual modality called the CircleMap, multiple 'omics' data sets can be viewed simultaneously within the context of curated, predicted, directed and undirected regulatory interactions. The Interaction Browser provides an integrative viewing of biological networks based on the consensus of many observations about genes and their products, which may provide new insights about normal and disease processes not obvious from any isolated data set.",0.0,The UCSC Interaction Browser: multidimensional data views in pathway context.,0.0,,1.0,,5/19/16 18:33,0.0,0.0,1.0,0.0,10.1093/nar/gkt473,Web Server issue,Nucleic Acids Research,,,23748957.0,PMC3692096,W218-24,21,"{\UCSC Interaction Browser\"":\""http://sysbio.soe.ucsc.edu/nets\""}""",0.0,,,0.0,1.0,5/19/16 18:33,41,2013.0,9,125,Stuart JM,,172,7.0,0,0,0,0,0,0,0
149,"Identifying transcription factors (TF) involved in producing a genome-wide transcriptional profile is an essential step in building mechanistic model that can explain observed gene expression data. We developed a statistical framework for constructing genome-wide signatures of TF activity, and for using such signatures in the analysis of gene expression data produced by complex transcriptional regulatory programs. Our framework integrates ChIP-seq data and appropriately matched gene expression profiles to identify True REGulatory (TREG) TF-gene interactions. It provides genome-wide quantification of the likelihood of regulatory TF-gene interaction that can be used to either identify regulated genes, or as genome-wide signature of TF activity. To effectively use ChIP-seq data, we introduce a novel statistical model that integrates information from all binding \peaks\"" within 2 Mb window around a gene's transcription start site (TSS), and provides gene-level binding scores and probabilities of regulatory interaction. In the second step we integrate these binding scores and regulatory probabilities with gene expression data to assess the likelihood of True REGulatory (TREG) TF-gene interactions. We demonstrate the advantages of TREG framework in identifying genes regulated by two TFs with widely different distribution of functional binding events (ERα and E2f1). We also show that TREG signatures of TF activity vastly improve our ability to detect involvement of ERα in producing complex diseases-related transcriptional profiles. Through a large study of disease-related transcriptional signatures and transcriptional signatures of drug activity, we demonstrate that increase in statistical power associated with the use of TREG signatures makes the crucial difference in identifying key targets for treatment, and drugs to use for treatment. All methods are implemented in an open-source R package treg. The package also contains all data used in the analysis including 494 TREG binding profiles based on ENCODE ChIP-seq data. The treg package can be downloaded at http://GenomicsPortals.org.""",0.0,"Genome-wide signatures of transcription factor activity: connecting transcription factors, disease, and small molecules.",0.0,,1.0,,5/19/16 18:33,1.0,0.0,1.0,0.0,10.1371/journal.pcbi.1003198,9,PLoS Computational Biology,,,24039560.0,PMC3764016,e1003198,22,"{\TREG\"":\""http://genomicsportals.org/\""}""",0.0,,,0.0,1.0,5/19/16 18:33,9,2013.0,5,126,Chen J,,173,1.0,0,0,0,0,0,0,0
